element_tran,node1,node2
CN(C)C1=C([*:2])CCCC1=C[*:2] --->>>--- ClC1=C([*:2])CCCC1=C[*:2],CN(C)C1=C([*:2])CCCC1=C[*:2],ClC1=C([*:2])CCCC1=C[*:2]
CN(C)C1=C([*:3])CCCC1=C[*:3] --->>>--- ClC1=C([*:3])CCCC1=C[*:3],CN(C)C1=C([*:3])CCCC1=C[*:3],ClC1=C([*:3])CCCC1=C[*:3]
CN(C)C1=C([*:1])CCCC1=C[*:1] --->>>--- CC1CN1C1=C([*:1])CCCC1=C[*:1],CN(C)C1=C([*:1])CCCC1=C[*:1],CC1CN1C1=C([*:1])CCCC1=C[*:1]
CN(C)C1=C([*:2])CCCC1=C[*:2] --->>>--- CC1CN1C1=C([*:2])CCCC1=C[*:2],CN(C)C1=C([*:2])CCCC1=C[*:2],CC1CN1C1=C([*:2])CCCC1=C[*:2]
CN(C)C1=C([*:3])CCCC1=C[*:3] --->>>--- CC1CN1C1=C([*:3])CCCC1=C[*:3],CN(C)C1=C([*:3])CCCC1=C[*:3],CC1CN1C1=C([*:3])CCCC1=C[*:3]
CN(C)C1=C([*:1])CCCC1=C[*:1] --->>>--- C(C=C[*:1])=C[*:1],CN(C)C1=C([*:1])CCCC1=C[*:1],C(C=C[*:1])=C[*:1]
CN(C)C1=C([*:2])CCCC1=C[*:2] --->>>--- C(C=C[*:2])=C[*:2],CN(C)C1=C([*:2])CCCC1=C[*:2],C(C=C[*:2])=C[*:2]
CN(C)C1=C([*:3])CCCC1=C[*:3] --->>>--- C(C=C[*:3])=C[*:3],CN(C)C1=C([*:3])CCCC1=C[*:3],C(C=C[*:3])=C[*:3]
CN(C)C=N[*:1] --->>>--- CCN(CC)[*:1],CN(C)C=N[*:1],CCN(CC)[*:1]
CN(C)C=N[*:2] --->>>--- CCN(CC)[*:2],CN(C)C=N[*:2],CCN(CC)[*:2]
CN(C)C=N[*:3] --->>>--- CCN(CC)[*:3],CN(C)C=N[*:3],CCN(CC)[*:3]
CN(C)C=C[*:1] --->>>--- CN1C(=CC=C[*:1])C=Cc2ccccc21,CN(C)C=C[*:1],CN1C(=CC=C[*:1])C=Cc2ccccc21
CN(C)C=C[*:2] --->>>--- CN1C(=CC=C[*:2])C=Cc2ccccc21,CN(C)C=C[*:2],CN1C(=CC=C[*:2])C=Cc2ccccc21
CN(C)C=C[*:3] --->>>--- CN1C(=CC=C[*:3])C=Cc2ccccc21,CN(C)C=C[*:3],CN1C(=CC=C[*:3])C=Cc2ccccc21
CN(C)C=C[*:1] --->>>--- CN1C(=CC=C[*:1])C(C)(C)c2ccccc21,CN(C)C=C[*:1],CN1C(=CC=C[*:1])C(C)(C)c2ccccc21
CN(C)C=C[*:2] --->>>--- CN1C(=CC=C[*:2])C(C)(C)c2ccccc21,CN(C)C=C[*:2],CN1C(=CC=C[*:2])C(C)(C)c2ccccc21
CN(C)C=C[*:3] --->>>--- CN1C(=CC=C[*:3])C(C)(C)c2ccccc21,CN(C)C=C[*:3],CN1C(=CC=C[*:3])C(C)(C)c2ccccc21
CN(C)C=C[*:1] --->>>--- CN1/C(=C/C=C[*:1])C=Cc2ccccc21,CN(C)C=C[*:1],CN1/C(=C/C=C[*:1])C=Cc2ccccc21
CN(C)C=C[*:2] --->>>--- CN1/C(=C/C=C[*:2])C=Cc2ccccc21,CN(C)C=C[*:2],CN1/C(=C/C=C[*:2])C=Cc2ccccc21
CN(C)C=C[*:3] --->>>--- CN1/C(=C/C=C[*:3])C=Cc2ccccc21,CN(C)C=C[*:3],CN1/C(=C/C=C[*:3])C=Cc2ccccc21
CN(C)C=C[*:1] --->>>--- CN1/C(=C/C=C[*:1])C(C)(C)c2ccccc21,CN(C)C=C[*:1],CN1/C(=C/C=C[*:1])C(C)(C)c2ccccc21
CN(C)C=C[*:2] --->>>--- CN1/C(=C/C=C[*:2])C(C)(C)c2ccccc21,CN(C)C=C[*:2],CN1/C(=C/C=C[*:2])C(C)(C)c2ccccc21
CN(C)C=C[*:3] --->>>--- CN1/C(=C/C=C[*:3])C(C)(C)c2ccccc21,CN(C)C=C[*:3],CN1/C(=C/C=C[*:3])C(C)(C)c2ccccc21
CN(C)C=C[*:1] --->>>--- CN(C)c1ccc(C=C[*:1])cc1,CN(C)C=C[*:1],CN(C)c1ccc(C=C[*:1])cc1
CN(C)C=C[*:2] --->>>--- CN(C)c1ccc(C=C[*:2])cc1,CN(C)C=C[*:2],CN(C)c1ccc(C=C[*:2])cc1
CN(C)C=C[*:3] --->>>--- CN(C)c1ccc(C=C[*:3])cc1,CN(C)C=C[*:3],CN(C)c1ccc(C=C[*:3])cc1
CN(C)C=C[*:1] --->>>--- CCN1C(=CC=C[*:1])Sc2ccccc21,CN(C)C=C[*:1],CCN1C(=CC=C[*:1])Sc2ccccc21
CN(C)C=C[*:2] --->>>--- CCN1C(=CC=C[*:2])Sc2ccccc21,CN(C)C=C[*:2],CCN1C(=CC=C[*:2])Sc2ccccc21
CN(C)C=C[*:3] --->>>--- CCN1C(=CC=C[*:3])Sc2ccccc21,CN(C)C=C[*:3],CCN1C(=CC=C[*:3])Sc2ccccc21
CN(C)C=C[*:1] --->>>--- CCN1/C(=C/C=C[*:1])Sc2ccccc21,CN(C)C=C[*:1],CCN1/C(=C/C=C[*:1])Sc2ccccc21
CN(C)C=C[*:2] --->>>--- CCN1/C(=C/C=C[*:2])Sc2ccccc21,CN(C)C=C[*:2],CCN1/C(=C/C=C[*:2])Sc2ccccc21
CN(C)C=C[*:3] --->>>--- CCN1/C(=C/C=C[*:3])Sc2ccccc21,CN(C)C=C[*:3],CCN1/C(=C/C=C[*:3])Sc2ccccc21
CN(C)[*:1] --->>>--- CN1C(=C[*:1])C=Cc2ccccc21,CN(C)[*:1],CN1C(=C[*:1])C=Cc2ccccc21
CN(C)[*:2] --->>>--- CN1C(=C[*:2])C=Cc2ccccc21,CN(C)[*:2],CN1C(=C[*:2])C=Cc2ccccc21
CN(C)[*:3] --->>>--- CN1C(=C[*:3])C=Cc2ccccc21,CN(C)[*:3],CN1C(=C[*:3])C=Cc2ccccc21
CN(C)[*:1] --->>>--- CN1C(=C[*:1])C(C)(C)c2ccccc21,CN(C)[*:1],CN1C(=C[*:1])C(C)(C)c2ccccc21
CN(C)[*:2] --->>>--- CN1C(=C[*:2])C(C)(C)c2ccccc21,CN(C)[*:2],CN1C(=C[*:2])C(C)(C)c2ccccc21
CN(C)[*:3] --->>>--- CN1C(=C[*:3])C(C)(C)c2ccccc21,CN(C)[*:3],CN1C(=C[*:3])C(C)(C)c2ccccc21
CN(C)[*:1] --->>>--- Cl[*:1],CN(C)[*:1],Cl[*:1]
CN(C)[*:2] --->>>--- Cl[*:2],CN(C)[*:2],Cl[*:2]
CN(C)[*:3] --->>>--- Cl[*:3],CN(C)[*:3],Cl[*:3]
CN(C)[*:1] --->>>--- CCN1C(=C[*:1])Sc2ccccc21,CN(C)[*:1],CCN1C(=C[*:1])Sc2ccccc21
CN(C)[*:2] --->>>--- CCN1C(=C[*:2])Sc2ccccc21,CN(C)[*:2],CCN1C(=C[*:2])Sc2ccccc21
CN(C)[*:3] --->>>--- CCN1C(=C[*:3])Sc2ccccc21,CN(C)[*:3],CCN1C(=C[*:3])Sc2ccccc21
CN(C)[*:1] --->>>--- CC1CN1[*:1],CN(C)[*:1],CC1CN1[*:1]
CN(C)[*:2] --->>>--- CC1CN1[*:2],CN(C)[*:2],CC1CN1[*:2]
CN(C)[*:3] --->>>--- CC1CN1[*:3],CN(C)[*:3],CC1CN1[*:3]
CN(C)[*:1] --->>>--- c1ccc([*:1])cc1,CN(C)[*:1],c1ccc([*:1])cc1
CN(C)[*:2] --->>>--- c1ccc([*:2])cc1,CN(C)[*:2],c1ccc([*:2])cc1
CN(C)[*:3] --->>>--- c1ccc([*:3])cc1,CN(C)[*:3],c1ccc([*:3])cc1
CN([*:1])[*:1] --->>>--- CN1C(=C[*:1])C(C)([*:1])c2ccccc21,CN([*:1])[*:1],CN1C(=C[*:1])C(C)([*:1])c2ccccc21
CN([*:2])[*:2] --->>>--- CN1C(=C[*:2])C(C)([*:2])c2ccccc21,CN([*:2])[*:2],CN1C(=C[*:2])C(C)([*:2])c2ccccc21
CN([*:3])[*:3] --->>>--- CN1C(=C[*:3])C(C)([*:3])c2ccccc21,CN([*:3])[*:3],CN1C(=C[*:3])C(C)([*:3])c2ccccc21
CN([*:1])[*:1] --->>>--- CC1(C)C(=C[*:1])N([*:1])c2ccccc21,CN([*:1])[*:1],CC1(C)C(=C[*:1])N([*:1])c2ccccc21
CN([*:2])[*:2] --->>>--- CC1(C)C(=C[*:2])N([*:2])c2ccccc21,CN([*:2])[*:2],CC1(C)C(=C[*:2])N([*:2])c2ccccc21
CN([*:3])[*:3] --->>>--- CC1(C)C(=C[*:3])N([*:3])c2ccccc21,CN([*:3])[*:3],CC1(C)C(=C[*:3])N([*:3])c2ccccc21
CN([*:1])[*:1] --->>>--- C1C([*:1])N1[*:1],CN([*:1])[*:1],C1C([*:1])N1[*:1]
CN([*:2])[*:2] --->>>--- C1C([*:2])N1[*:2],CN([*:2])[*:2],C1C([*:2])N1[*:2]
CN([*:3])[*:3] --->>>--- C1C([*:3])N1[*:3],CN([*:3])[*:3],C1C([*:3])N1[*:3]
CN([*:1])[*:1] --->>>--- C1=Cc2ccccc2N([*:1])C1=C[*:1],CN([*:1])[*:1],C1=Cc2ccccc2N([*:1])C1=C[*:1]
CN([*:2])[*:2] --->>>--- C1=Cc2ccccc2N([*:2])C1=C[*:2],CN([*:2])[*:2],C1=Cc2ccccc2N([*:2])C1=C[*:2]
CN([*:3])[*:3] --->>>--- C1=Cc2ccccc2N([*:3])C1=C[*:3],CN([*:3])[*:3],C1=Cc2ccccc2N([*:3])C1=C[*:3]
CN([*:1])[*:1] --->>>--- C(=C1Sc2ccccc2N1C[*:1])[*:1],CN([*:1])[*:1],C(=C1Sc2ccccc2N1C[*:1])[*:1]
CN([*:2])[*:2] --->>>--- C(=C1Sc2ccccc2N1C[*:2])[*:2],CN([*:2])[*:2],C(=C1Sc2ccccc2N1C[*:2])[*:2]
CN([*:3])[*:3] --->>>--- C(=C1Sc2ccccc2N1C[*:3])[*:3],CN([*:3])[*:3],C(=C1Sc2ccccc2N1C[*:3])[*:3]
Clc1ccc(SC=C[*:1])cc1 --->>>--- CN1C(=CC=C[*:1])C=Cc2ccccc21,Clc1ccc(SC=C[*:1])cc1,CN1C(=CC=C[*:1])C=Cc2ccccc21
Clc1ccc(SC=C[*:2])cc1 --->>>--- CN1C(=CC=C[*:2])C=Cc2ccccc21,Clc1ccc(SC=C[*:2])cc1,CN1C(=CC=C[*:2])C=Cc2ccccc21
Clc1ccc(SC=C[*:3])cc1 --->>>--- CN1C(=CC=C[*:3])C=Cc2ccccc21,Clc1ccc(SC=C[*:3])cc1,CN1C(=CC=C[*:3])C=Cc2ccccc21
Clc1ccc(SC=C[*:1])cc1 --->>>--- CN1C(=CC=C[*:1])C(C)(C)c2ccccc21,Clc1ccc(SC=C[*:1])cc1,CN1C(=CC=C[*:1])C(C)(C)c2ccccc21
Clc1ccc(SC=C[*:2])cc1 --->>>--- CN1C(=CC=C[*:2])C(C)(C)c2ccccc21,Clc1ccc(SC=C[*:2])cc1,CN1C(=CC=C[*:2])C(C)(C)c2ccccc21
Clc1ccc(SC=C[*:3])cc1 --->>>--- CN1C(=CC=C[*:3])C(C)(C)c2ccccc21,Clc1ccc(SC=C[*:3])cc1,CN1C(=CC=C[*:3])C(C)(C)c2ccccc21
Clc1ccc(SC=C[*:1])cc1 --->>>--- CN1/C(=C/C=C[*:1])C=Cc2ccccc21,Clc1ccc(SC=C[*:1])cc1,CN1/C(=C/C=C[*:1])C=Cc2ccccc21
Clc1ccc(SC=C[*:2])cc1 --->>>--- CN1/C(=C/C=C[*:2])C=Cc2ccccc21,Clc1ccc(SC=C[*:2])cc1,CN1/C(=C/C=C[*:2])C=Cc2ccccc21
Clc1ccc(SC=C[*:3])cc1 --->>>--- CN1/C(=C/C=C[*:3])C=Cc2ccccc21,Clc1ccc(SC=C[*:3])cc1,CN1/C(=C/C=C[*:3])C=Cc2ccccc21
Clc1ccc(SC=C[*:1])cc1 --->>>--- CN1/C(=C/C=C[*:1])C(C)(C)c2ccccc21,Clc1ccc(SC=C[*:1])cc1,CN1/C(=C/C=C[*:1])C(C)(C)c2ccccc21
Clc1ccc(SC=C[*:2])cc1 --->>>--- CN1/C(=C/C=C[*:2])C(C)(C)c2ccccc21,Clc1ccc(SC=C[*:2])cc1,CN1/C(=C/C=C[*:2])C(C)(C)c2ccccc21
Clc1ccc(SC=C[*:3])cc1 --->>>--- CN1/C(=C/C=C[*:3])C(C)(C)c2ccccc21,Clc1ccc(SC=C[*:3])cc1,CN1/C(=C/C=C[*:3])C(C)(C)c2ccccc21
Clc1ccc(SC=C[*:1])cc1 --->>>--- CN(C)c1ccc(C=C[*:1])cc1,Clc1ccc(SC=C[*:1])cc1,CN(C)c1ccc(C=C[*:1])cc1
Clc1ccc(SC=C[*:2])cc1 --->>>--- CN(C)c1ccc(C=C[*:2])cc1,Clc1ccc(SC=C[*:2])cc1,CN(C)c1ccc(C=C[*:2])cc1
Clc1ccc(SC=C[*:3])cc1 --->>>--- CN(C)c1ccc(C=C[*:3])cc1,Clc1ccc(SC=C[*:3])cc1,CN(C)c1ccc(C=C[*:3])cc1
Clc1ccc(SC=C[*:1])cc1 --->>>--- CN(C)C=C[*:1],Clc1ccc(SC=C[*:1])cc1,CN(C)C=C[*:1]
Clc1ccc(SC=C[*:2])cc1 --->>>--- CN(C)C=C[*:2],Clc1ccc(SC=C[*:2])cc1,CN(C)C=C[*:2]
Clc1ccc(SC=C[*:3])cc1 --->>>--- CN(C)C=C[*:3],Clc1ccc(SC=C[*:3])cc1,CN(C)C=C[*:3]
Clc1ccc(SC=C[*:1])cc1 --->>>--- ClC=C[*:1],Clc1ccc(SC=C[*:1])cc1,ClC=C[*:1]
Clc1ccc(SC=C[*:2])cc1 --->>>--- ClC=C[*:2],Clc1ccc(SC=C[*:2])cc1,ClC=C[*:2]
Clc1ccc(SC=C[*:3])cc1 --->>>--- ClC=C[*:3],Clc1ccc(SC=C[*:3])cc1,ClC=C[*:3]
Clc1ccc(SC=C[*:1])cc1 --->>>--- CCN1C(=CC=C[*:1])Sc2ccccc21,Clc1ccc(SC=C[*:1])cc1,CCN1C(=CC=C[*:1])Sc2ccccc21
Clc1ccc(SC=C[*:2])cc1 --->>>--- CCN1C(=CC=C[*:2])Sc2ccccc21,Clc1ccc(SC=C[*:2])cc1,CCN1C(=CC=C[*:2])Sc2ccccc21
Clc1ccc(SC=C[*:3])cc1 --->>>--- CCN1C(=CC=C[*:3])Sc2ccccc21,Clc1ccc(SC=C[*:3])cc1,CCN1C(=CC=C[*:3])Sc2ccccc21
Clc1ccc(SC=C[*:1])cc1 --->>>--- CCN1/C(=C/C=C[*:1])Sc2ccccc21,Clc1ccc(SC=C[*:1])cc1,CCN1/C(=C/C=C[*:1])Sc2ccccc21
Clc1ccc(SC=C[*:2])cc1 --->>>--- CCN1/C(=C/C=C[*:2])Sc2ccccc21,Clc1ccc(SC=C[*:2])cc1,CCN1/C(=C/C=C[*:2])Sc2ccccc21
Clc1ccc(SC=C[*:3])cc1 --->>>--- CCN1/C(=C/C=C[*:3])Sc2ccccc21,Clc1ccc(SC=C[*:3])cc1,CCN1/C(=C/C=C[*:3])Sc2ccccc21
Clc1ccc(S[*:1])cc1 --->>>--- CN1C(=C[*:1])C=Cc2ccccc21,Clc1ccc(S[*:1])cc1,CN1C(=C[*:1])C=Cc2ccccc21
Clc1ccc(S[*:2])cc1 --->>>--- CN1C(=C[*:2])C=Cc2ccccc21,Clc1ccc(S[*:2])cc1,CN1C(=C[*:2])C=Cc2ccccc21
Clc1ccc(S[*:3])cc1 --->>>--- CN1C(=C[*:3])C=Cc2ccccc21,Clc1ccc(S[*:3])cc1,CN1C(=C[*:3])C=Cc2ccccc21
Clc1ccc(S[*:1])cc1 --->>>--- CN1C(=C[*:1])C(C)(C)c2ccccc21,Clc1ccc(S[*:1])cc1,CN1C(=C[*:1])C(C)(C)c2ccccc21
Clc1ccc(S[*:2])cc1 --->>>--- CN1C(=C[*:2])C(C)(C)c2ccccc21,Clc1ccc(S[*:2])cc1,CN1C(=C[*:2])C(C)(C)c2ccccc21
Clc1ccc(S[*:3])cc1 --->>>--- CN1C(=C[*:3])C(C)(C)c2ccccc21,Clc1ccc(S[*:3])cc1,CN1C(=C[*:3])C(C)(C)c2ccccc21
Clc1ccc(S[*:1])cc1 --->>>--- CN(C)c1ccc([*:1])cc1,Clc1ccc(S[*:1])cc1,CN(C)c1ccc([*:1])cc1
Clc1ccc(S[*:2])cc1 --->>>--- CN(C)c1ccc([*:2])cc1,Clc1ccc(S[*:2])cc1,CN(C)c1ccc([*:2])cc1
Clc1ccc(S[*:3])cc1 --->>>--- CN(C)c1ccc([*:3])cc1,Clc1ccc(S[*:3])cc1,CN(C)c1ccc([*:3])cc1
Clc1ccc(S[*:1])cc1 --->>>--- CN(C)[*:1],Clc1ccc(S[*:1])cc1,CN(C)[*:1]
Clc1ccc(S[*:2])cc1 --->>>--- CN(C)[*:2],Clc1ccc(S[*:2])cc1,CN(C)[*:2]
Clc1ccc(S[*:3])cc1 --->>>--- CN(C)[*:3],Clc1ccc(S[*:3])cc1,CN(C)[*:3]
Clc1ccc(S[*:1])cc1 --->>>--- Cl[*:1],Clc1ccc(S[*:1])cc1,Cl[*:1]
Clc1ccc(S[*:2])cc1 --->>>--- Cl[*:2],Clc1ccc(S[*:2])cc1,Cl[*:2]
Clc1ccc(S[*:3])cc1 --->>>--- Cl[*:3],Clc1ccc(S[*:3])cc1,Cl[*:3]
Clc1ccc(S[*:1])cc1 --->>>--- CCN1C(=C[*:1])Sc2ccccc21,Clc1ccc(S[*:1])cc1,CCN1C(=C[*:1])Sc2ccccc21
Clc1ccc(S[*:2])cc1 --->>>--- CCN1C(=C[*:2])Sc2ccccc21,Clc1ccc(S[*:2])cc1,CCN1C(=C[*:2])Sc2ccccc21
Clc1ccc(S[*:3])cc1 --->>>--- CCN1C(=C[*:3])Sc2ccccc21,Clc1ccc(S[*:3])cc1,CCN1C(=C[*:3])Sc2ccccc21
ClC=C[*:1] --->>>--- CN1C(=CC=C[*:1])C=Cc2ccccc21,ClC=C[*:1],CN1C(=CC=C[*:1])C=Cc2ccccc21
ClC=C[*:2] --->>>--- CN1C(=CC=C[*:2])C=Cc2ccccc21,ClC=C[*:2],CN1C(=CC=C[*:2])C=Cc2ccccc21
ClC=C[*:3] --->>>--- CN1C(=CC=C[*:3])C=Cc2ccccc21,ClC=C[*:3],CN1C(=CC=C[*:3])C=Cc2ccccc21
ClC=C[*:1] --->>>--- CN1C(=CC=C[*:1])C(C)(C)c2ccccc21,ClC=C[*:1],CN1C(=CC=C[*:1])C(C)(C)c2ccccc21
ClC=C[*:2] --->>>--- CN1C(=CC=C[*:2])C(C)(C)c2ccccc21,ClC=C[*:2],CN1C(=CC=C[*:2])C(C)(C)c2ccccc21
ClC=C[*:3] --->>>--- CN1C(=CC=C[*:3])C(C)(C)c2ccccc21,ClC=C[*:3],CN1C(=CC=C[*:3])C(C)(C)c2ccccc21
ClC=C[*:1] --->>>--- CN1/C(=C/C=C[*:1])C=Cc2ccccc21,ClC=C[*:1],CN1/C(=C/C=C[*:1])C=Cc2ccccc21
ClC=C[*:2] --->>>--- CN1/C(=C/C=C[*:2])C=Cc2ccccc21,ClC=C[*:2],CN1/C(=C/C=C[*:2])C=Cc2ccccc21
ClC=C[*:3] --->>>--- CN1/C(=C/C=C[*:3])C=Cc2ccccc21,ClC=C[*:3],CN1/C(=C/C=C[*:3])C=Cc2ccccc21
ClC=C[*:1] --->>>--- CN1/C(=C/C=C[*:1])C(C)(C)c2ccccc21,ClC=C[*:1],CN1/C(=C/C=C[*:1])C(C)(C)c2ccccc21
ClC=C[*:2] --->>>--- CN1/C(=C/C=C[*:2])C(C)(C)c2ccccc21,ClC=C[*:2],CN1/C(=C/C=C[*:2])C(C)(C)c2ccccc21
ClC=C[*:3] --->>>--- CN1/C(=C/C=C[*:3])C(C)(C)c2ccccc21,ClC=C[*:3],CN1/C(=C/C=C[*:3])C(C)(C)c2ccccc21
ClC=C[*:1] --->>>--- CN(C)c1ccc(C=C[*:1])cc1,ClC=C[*:1],CN(C)c1ccc(C=C[*:1])cc1
ClC=C[*:2] --->>>--- CN(C)c1ccc(C=C[*:2])cc1,ClC=C[*:2],CN(C)c1ccc(C=C[*:2])cc1
ClC=C[*:3] --->>>--- CN(C)c1ccc(C=C[*:3])cc1,ClC=C[*:3],CN(C)c1ccc(C=C[*:3])cc1
ClC=C[*:1] --->>>--- CCN1C(=CC=C[*:1])Sc2ccccc21,ClC=C[*:1],CCN1C(=CC=C[*:1])Sc2ccccc21
ClC=C[*:2] --->>>--- CCN1C(=CC=C[*:2])Sc2ccccc21,ClC=C[*:2],CCN1C(=CC=C[*:2])Sc2ccccc21
ClC=C[*:3] --->>>--- CCN1C(=CC=C[*:3])Sc2ccccc21,ClC=C[*:3],CCN1C(=CC=C[*:3])Sc2ccccc21
ClC=C[*:1] --->>>--- CCN1/C(=C/C=C[*:1])Sc2ccccc21,ClC=C[*:1],CCN1/C(=C/C=C[*:1])Sc2ccccc21
ClC=C[*:2] --->>>--- CCN1/C(=C/C=C[*:2])Sc2ccccc21,ClC=C[*:2],CCN1/C(=C/C=C[*:2])Sc2ccccc21
ClC=C[*:3] --->>>--- CCN1/C(=C/C=C[*:3])Sc2ccccc21,ClC=C[*:3],CCN1/C(=C/C=C[*:3])Sc2ccccc21
Cl[*:1] --->>>--- CN1C(=C[*:1])C=Cc2ccccc21,Cl[*:1],CN1C(=C[*:1])C=Cc2ccccc21
Cl[*:2] --->>>--- CN1C(=C[*:2])C=Cc2ccccc21,Cl[*:2],CN1C(=C[*:2])C=Cc2ccccc21
Cl[*:3] --->>>--- CN1C(=C[*:3])C=Cc2ccccc21,Cl[*:3],CN1C(=C[*:3])C=Cc2ccccc21
Cl[*:1] --->>>--- CN1C(=C[*:1])C(C)(C)c2ccccc21,Cl[*:1],CN1C(=C[*:1])C(C)(C)c2ccccc21
Cl[*:2] --->>>--- CN1C(=C[*:2])C(C)(C)c2ccccc21,Cl[*:2],CN1C(=C[*:2])C(C)(C)c2ccccc21
Cl[*:3] --->>>--- CN1C(=C[*:3])C(C)(C)c2ccccc21,Cl[*:3],CN1C(=C[*:3])C(C)(C)c2ccccc21
Cl[*:1] --->>>--- CCN1C(=C[*:1])Sc2ccccc21,Cl[*:1],CCN1C(=C[*:1])Sc2ccccc21
Cl[*:2] --->>>--- CCN1C(=C[*:2])Sc2ccccc21,Cl[*:2],CCN1C(=C[*:2])Sc2ccccc21
Cl[*:3] --->>>--- CCN1C(=C[*:3])Sc2ccccc21,Cl[*:3],CCN1C(=C[*:3])Sc2ccccc21
CCOCCOCCOC(=O)C=C[*:1] --->>>--- CN(C)c1ccc([*:1])cc1,CCOCCOCCOC(=O)C=C[*:1],CN(C)c1ccc([*:1])cc1
CCOCCOCCOC(=O)C=C[*:2] --->>>--- CN(C)c1ccc([*:2])cc1,CCOCCOCCOC(=O)C=C[*:2],CN(C)c1ccc([*:2])cc1
CCOCCOCCOC(=O)C=C[*:3] --->>>--- CN(C)c1ccc([*:3])cc1,CCOCCOCCOC(=O)C=C[*:3],CN(C)c1ccc([*:3])cc1
CCOCCCN1CCCc2c1ccc1cc([*:1])ccc21 --->>>--- CCN1C(=CC=C2CCCC([*:1])=C2Cl)Sc2ccccc21,CCOCCCN1CCCc2c1ccc1cc([*:1])ccc21,CCN1C(=CC=C2CCCC([*:1])=C2Cl)Sc2ccccc21
CCOCCCN1CCCc2c1ccc1cc([*:2])ccc21 --->>>--- CCN1C(=CC=C2CCCC([*:2])=C2Cl)Sc2ccccc21,CCOCCCN1CCCc2c1ccc1cc([*:2])ccc21,CCN1C(=CC=C2CCCC([*:2])=C2Cl)Sc2ccccc21
CCOCCCN1CCCc2c1ccc1cc([*:3])ccc21 --->>>--- CCN1C(=CC=C2CCCC([*:3])=C2Cl)Sc2ccccc21,CCOCCCN1CCCc2c1ccc1cc([*:3])ccc21,CCN1C(=CC=C2CCCC([*:3])=C2Cl)Sc2ccccc21
CCOC(C[*:1])OCC --->>>--- CN(C)C=C[*:1],CCOC(C[*:1])OCC,CN(C)C=C[*:1]
CCOC(C[*:2])OCC --->>>--- CN(C)C=C[*:2],CCOC(C[*:2])OCC,CN(C)C=C[*:2]
CCOC(C[*:3])OCC --->>>--- CN(C)C=C[*:3],CCOC(C[*:3])OCC,CN(C)C=C[*:3]
CCOC(C[*:1])OCC --->>>--- ,CCOC(C[*:1])OCC,
CCOC(C[*:2])OCC --->>>--- ,CCOC(C[*:2])OCC,
CCOC(C[*:3])OCC --->>>--- ,CCOC(C[*:3])OCC,
CCOC(C[*:1])OC[*:1] --->>>--- CN(C=C[*:1])[*:1],CCOC(C[*:1])OC[*:1],CN(C=C[*:1])[*:1]
CCOC(C[*:2])OC[*:2] --->>>--- CN(C=C[*:2])[*:2],CCOC(C[*:2])OC[*:2],CN(C=C[*:2])[*:2]
CCOC(C[*:3])OC[*:3] --->>>--- CN(C=C[*:3])[*:3],CCOC(C[*:3])OC[*:3],CN(C=C[*:3])[*:3]
CCOC(=O)c1[nH]c(C)c(C=C[*:1])c1C --->>>--- C(=C[*:1])c1c[nH]c2ccccc12,CCOC(=O)c1[nH]c(C)c(C=C[*:1])c1C,C(=C[*:1])c1c[nH]c2ccccc12
CCOC(=O)c1[nH]c(C)c(C=C[*:2])c1C --->>>--- C(=C[*:2])c1c[nH]c2ccccc12,CCOC(=O)c1[nH]c(C)c(C=C[*:2])c1C,C(=C[*:2])c1c[nH]c2ccccc12
CCOC(=O)c1[nH]c(C)c(C=C[*:3])c1C --->>>--- C(=C[*:3])c1c[nH]c2ccccc12,CCOC(=O)c1[nH]c(C)c(C=C[*:3])c1C,C(=C[*:3])c1c[nH]c2ccccc12
CCOC(=O)c1[nH]c(C)c([*:1])c1C --->>>--- c1ccc2c([*:1])c[nH]c2c1,CCOC(=O)c1[nH]c(C)c([*:1])c1C,c1ccc2c([*:1])c[nH]c2c1
CCOC(=O)c1[nH]c(C)c([*:2])c1C --->>>--- c1ccc2c([*:2])c[nH]c2c1,CCOC(=O)c1[nH]c(C)c([*:2])c1C,c1ccc2c([*:2])c[nH]c2c1
CCOC(=O)c1[nH]c(C)c([*:3])c1C --->>>--- c1ccc2c([*:3])c[nH]c2c1,CCOC(=O)c1[nH]c(C)c([*:3])c1C,c1ccc2c([*:3])c[nH]c2c1
CCOC(=O)C=CC=C[*:1] --->>>--- CN(C)c1ccc([*:1])cc1,CCOC(=O)C=CC=C[*:1],CN(C)c1ccc([*:1])cc1
CCOC(=O)C=CC=C[*:2] --->>>--- CN(C)c1ccc([*:2])cc1,CCOC(=O)C=CC=C[*:2],CN(C)c1ccc([*:2])cc1
CCOC(=O)C=CC=C[*:3] --->>>--- CN(C)c1ccc([*:3])cc1,CCOC(=O)C=CC=C[*:3],CN(C)c1ccc([*:3])cc1
CCn1c2ccccc2c2cc([*:1])ccc21 --->>>--- CN(C)c1ccc(C=C[*:1])cc1,CCn1c2ccccc2c2cc([*:1])ccc21,CN(C)c1ccc(C=C[*:1])cc1
CCn1c2ccccc2c2cc([*:2])ccc21 --->>>--- CN(C)c1ccc(C=C[*:2])cc1,CCn1c2ccccc2c2cc([*:2])ccc21,CN(C)c1ccc(C=C[*:2])cc1
