element_tran,public,public_num
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CC1=C(C[*:*])c2cc3[nH]c4c(c5nc(cc6[nH]c(cc1n2)c([*:*])c6C)[C@@H](C)[C@@H]5C[*:*])CC(=O)c4c3C,CC1=C(C[*:1])c2cc3[nH]c4c(c5nc(cc6[nH]c(cc1n2)c([*:2])c6C)[C@@H](C)[C@@H]5C[*:3])CC(=O)c4c3C
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CC1=C(C[*:*])c2cc3[nH]c4c(c5nc(cc6[nH]c(cc1n2)c([*:*])c6C)[C@@H](C)[C@@H]5CC[*:*])CC(=O)c4c3C,CC1=C(C[*:1])c2cc3[nH]c4c(c5nc(cc6[nH]c(cc1n2)c([*:2])c6C)[C@@H](C)[C@@H]5CC[*:3])CC(=O)c4c3C
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CC1=C(C[*:*])c2cc3[nH]c4c(c5nc(cc6[nH]c(cc1n2)c([*:*])c6C)[C@@H](C)[C@@H]5CCC(=O)O[*:*])CC(=O)c4c3C,CC1=C(C[*:1])c2cc3[nH]c4c(c5nc(cc6[nH]c(cc1n2)c([*:2])c6C)[C@@H](C)[C@@H]5CCC(=O)O[*:3])CC(=O)c4c3C
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],COC(=O)CC[C@@H]1c2nc(cc3[nH]c(cc4nc(cc5[nH]c6c2CC(=O)c6c5C)C(C[*:*])=C4C)c([*:*])c3C)[C@H]1[*:*],COC(=O)CC[C@@H]1c2nc(cc3[nH]c(cc4nc(cc5[nH]c6c2CC(=O)c6c5C)C(C[*:1])=C4C)c([*:2])c3C)[C@H]1[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:*])c6C(=O)C5)[C@H]([*:*])[C@@H]4C)c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:1])c6C(=O)C5)[C@H]([*:2])[C@@H]4C)c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:*])c6C(=O)C5)[C@@H](C[*:*])[C@@H]4C)c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:1])c6C(=O)C5)[C@@H](C[*:2])[C@@H]4C)c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:*])c6C(=O)C5)[C@@H](CC[*:*])[C@@H]4C)c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:1])c6C(=O)C5)[C@@H](CC[*:2])[C@@H]4C)c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:*])c6C(=O)C5)[C@@H](CCC(=O)O[*:*])[C@@H]4C)c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:1])c6C(=O)C5)[C@@H](CCC(=O)O[*:2])[C@@H]4C)c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:*])c6C(=O)C5)[C@@H](CCC(=O)OC)[C@@H]4[*:*])c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c([*:1])c6C(=O)C5)[C@@H](CCC(=O)OC)[C@@H]4[*:2])c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@H]([*:*])[C@@H]4[*:*])c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@H]([*:1])[C@@H]4[*:2])c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](C[*:*])[C@@H]4[*:*])c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](C[*:1])[C@@H]4[*:2])c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](CC[*:*])[C@@H]4[*:*])c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](CC[*:1])[C@@H]4[*:2])c(C)c3[*:3]
C=C[*:*] --->>>--- O=[N+]([O-])C=C[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](CCC(=O)O[*:*])[C@@H]4[*:*])c(C)c3[*:*],CCC1=C(C)c2cc3[nH]c(cc4nc(c5c6[nH]c(cc1n2)c(C)c6C(=O)C5)[C@@H](CCC(=O)O[*:1])[C@@H]4[*:2])c(C)c3[*:3]
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:1])C([*:2])=C4)C=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(cc4[n-]c(cc4[*:*])c(-c4cc(C(C)(C)C)cc(C(C)(C)[*:*])c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[n-]5)C=C4)C([*:*])=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(cc4[n-]c(cc4[*:1])c(-c4cc(C(C)(C)C)cc(C(C)(C)[*:2])c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[n-]5)C=C4)C([*:3])=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(cc4[n-]c(cc4[*:*])c(-c4cc(C(C)(C)C)cc([*:*])c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[n-]5)C=C4)C([*:*])=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(cc4[n-]c(cc4[*:1])c(-c4cc(C(C)(C)C)cc([*:2])c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[n-]5)C=C4)C([*:3])=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(cc4[n-]c(cc4[*:*])c([*:*])c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[n-]5)C=C4)C([*:*])=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(cc4[n-]c(cc4[*:1])c([*:2])c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[n-]5)C=C4)C([*:3])=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c([*:*])c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c([*:1])c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:2])C([*:3])=C4)C=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc([*:*])c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc([*:1])c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:2])C([*:3])=C4)C=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)[*:*])c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)[*:1])c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(cc5[n-]c2cc5[*:2])C([*:3])=C4)C=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c([*:*])c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c([*:1])c4nc(cc5[n-]c2cc5[*:2])C([*:3])=C4)C=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc([*:*])c4)c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc([*:1])c4)c4nc(cc5[n-]c2cc5[*:2])C([*:3])=C4)C=C3)cc(C(C)(C)C)c1
C[Si](C)(C)c1ccccc1[*:*] --->>>--- O=C(O)C=CC=C[*:*],CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)[*:*])c4)c4nc(cc5[n-]c2cc5[*:*])C([*:*])=C4)C=C3)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([n-]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)[*:1])c4)c4nc(cc5[n-]c2cc5[*:2])C([*:3])=C4)C=C3)cc(C(C)(C)C)c1
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)F,CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)F
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)F)[*:*],CN(c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)F)[*:2]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,FC(F)(F)C1=CC(=C[*:*])Oc2cc([*:*])ccc21,FC(F)(F)C1=CC(=C[*:1])Oc2cc([*:2])ccc21
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2[*:*],CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2[*:2]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)[*:*],CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)[*:2]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,FC(F)(F)C1=CC(=C[*:*])Oc2cc(N([*:*])[*:*])ccc21,FC(F)(F)C1=CC(=C[*:1])Oc2cc(N([*:2])[*:3])ccc21
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(c1ccc2c(c1)OC(=C[*:*])C=C2[*:*])[*:*],CN(c1ccc2c(c1)OC(=C[*:1])C=C2[*:2])[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)[*:*])[*:*],CN(c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)[*:2])[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,C(=C1C=C([*:*])c2ccc([*:*])cc2O1)[*:*],C(=C1C=C([*:1])c2ccc([*:2])cc2O1)[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,FC(F)(C1=CC(=C[*:*])Oc2cc([*:*])ccc21)[*:*],FC(F)(C1=CC(=C[*:1])Oc2cc([*:2])ccc21)[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[n+]1c(C=C[*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)([*:*])[*:*],CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)([*:2])[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)F,CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)F
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)F)[*:*],CN(c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)F)[*:2]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,FC(F)(F)C1=CC(=C[*:*])Oc2cc([*:*])ccc21,FC(F)(F)C1=CC(=C[*:1])Oc2cc([*:2])ccc21
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2[*:*],CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2[*:2]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)[*:*],CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)[*:2]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,FC(F)(F)C1=CC(=C[*:*])Oc2cc(N([*:*])[*:*])ccc21,FC(F)(F)C1=CC(=C[*:1])Oc2cc(N([*:2])[*:3])ccc21
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(c1ccc2c(c1)OC(=C[*:*])C=C2[*:*])[*:*],CN(c1ccc2c(c1)OC(=C[*:1])C=C2[*:2])[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)[*:*])[*:*],CN(c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)[*:2])[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,C(=C1C=C([*:*])c2ccc([*:*])cc2O1)[*:*],C(=C1C=C([*:1])c2ccc([*:2])cc2O1)[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,FC(F)(C1=CC(=C[*:*])Oc2cc([*:*])ccc21)[*:*],FC(F)(C1=CC(=C[*:1])Oc2cc([*:2])ccc21)[*:3]
C[n+]1ccc(C=C[*:*])cc1 --->>>--- C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)([*:*])[*:*],CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)([*:2])[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(C)c1ccc2c(c1)O/C(=C\C=C[*:*])C=C2C(F)(F)F,CN(C)c1ccc2c(c1)O/C(=C\C=C[*:1])C=C2C(F)(F)F
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)(F)F)[*:*],CN(c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)(F)F)[*:2]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,FC(F)(F)C1=CC(=CC=C[*:*])Oc2cc([*:*])ccc21,FC(F)(F)C1=CC(=CC=C[*:1])Oc2cc([*:2])ccc21
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)F,CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)F
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=CC=C[*:*])C=C2[*:*],CN(C)c1ccc2c(c1)OC(=CC=C[*:1])C=C2[*:2]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)(F)[*:*],CN(C)c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)(F)[*:2]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,FC(F)(F)C1=CC(=CC=C[*:*])Oc2cc(N([*:*])[*:*])ccc21,FC(F)(F)C1=CC(=CC=C[*:1])Oc2cc(N([*:2])[*:3])ccc21
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(c1ccc2c(c1)OC(=CC=C[*:*])C=C2[*:*])[*:*],CN(c1ccc2c(c1)OC(=CC=C[*:1])C=C2[*:2])[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)(F)[*:*])[*:*],CN(c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)(F)[*:2])[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,C(=C[*:*])C=C1C=C([*:*])c2ccc([*:*])cc2O1,C(=C[*:1])C=C1C=C([*:2])c2ccc([*:3])cc2O1
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,FC(F)(C1=CC(=CC=C[*:*])Oc2cc([*:*])ccc21)[*:*],FC(F)(C1=CC(=CC=C[*:1])Oc2cc([*:2])ccc21)[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[n+]1c([*:*])sc2ccccc21,CN(C)c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)([*:*])[*:*],CN(C)c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)([*:2])[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)O/C(=C\C=C[*:*])C=C2C(F)(F)F,CN(C)c1ccc2c(c1)O/C(=C\C=C[*:1])C=C2C(F)(F)F
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)(F)F)[*:*],CN(c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)(F)F)[*:2]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,FC(F)(F)C1=CC(=CC=C[*:*])Oc2cc([*:*])ccc21,FC(F)(F)C1=CC(=CC=C[*:1])Oc2cc([*:2])ccc21
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=C[*:*])C=C2C(F)(F)F,CN(C)c1ccc2c(c1)OC(=C[*:1])C=C2C(F)(F)F
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=CC=C[*:*])C=C2[*:*],CN(C)c1ccc2c(c1)OC(=CC=C[*:1])C=C2[*:2]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)(F)[*:*],CN(C)c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)(F)[*:2]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,FC(F)(F)C1=CC(=CC=C[*:*])Oc2cc(N([*:*])[*:*])ccc21,FC(F)(F)C1=CC(=CC=C[*:1])Oc2cc(N([*:2])[*:3])ccc21
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(c1ccc2c(c1)OC(=CC=C[*:*])C=C2[*:*])[*:*],CN(c1ccc2c(c1)OC(=CC=C[*:1])C=C2[*:2])[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)(F)[*:*])[*:*],CN(c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)(F)[*:2])[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,C(=C[*:*])C=C1C=C([*:*])c2ccc([*:*])cc2O1,C(=C[*:1])C=C1C=C([*:2])c2ccc([*:3])cc2O1
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,FC(F)(C1=CC(=CC=C[*:*])Oc2cc([*:*])ccc21)[*:*],FC(F)(C1=CC(=CC=C[*:1])Oc2cc([*:2])ccc21)[*:3]
C[n+]1ccc([*:*])cc1 --->>>--- C[N+]1=C([*:*])C(C)(C)c2ccccc21,CN(C)c1ccc2c(c1)OC(=CC=C[*:*])C=C2C(F)([*:*])[*:*],CN(C)c1ccc2c(c1)OC(=CC=C[*:1])C=C2C(F)([*:2])[*:3]
C[n+]1ccc([*:*])c2ccccc21 --->>>--- C[N+]1=C(C=CC=C[*:*])C(C)(C)c2ccccc21,CC1([*:*])C(=CC=C[*:*])N([*:*])c2ccccc21,CC1([*:1])C(=CC=C[*:2])N([*:3])c2ccccc21
C[n+]1ccc([*:*])c2ccccc21 --->>>--- C[N+]1=C(C=CC=C[*:*])C(C)(C)c2ccccc21,CN1C(=CC=C[*:*])C([*:*])([*:*])c2ccccc21,CN1C(=CC=C[*:1])C([*:2])([*:3])c2ccccc21
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2ccccc21,CN1/C(=C\C=C\C=C\C=C[*:*])c2ccccc2-c2ccccc21,CN1/C(=C\C=C\C=C\C=C[*:1])c2ccccc2-c2ccccc21
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2ccccc21,C(=CC=C[*:*])C=CC=C1c2ccccc2-c2ccccc2N1[*:*],C(=CC=C[*:1])C=CC=C1c2ccccc2-c2ccccc2N1[*:2]
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2cc(-c3ccccc3)ccc21,CN1/C(=C\C=C\C=C\C=C[*:*])c2ccccc2-c2ccccc21,CN1/C(=C\C=C\C=C\C=C[*:1])c2ccccc2-c2ccccc21
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2cc(-c3ccccc3)ccc21,C(=CC=C[*:*])C=CC=C1c2ccccc2-c2ccccc2N1[*:*],C(=CC=C[*:1])C=CC=C1c2ccccc2-c2ccccc2N1[*:2]
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2ccccc21,CN1/C(=C\C=C\C=C\C=C[*:*])c2ccccc2-c2ccccc21,CN1/C(=C\C=C\C=C\C=C[*:1])c2ccccc2-c2ccccc21
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2ccccc21,C(=CC=C[*:*])C=CC=C1c2ccccc2-c2ccccc2N1[*:*],C(=CC=C[*:1])C=CC=C1c2ccccc2-c2ccccc2N1[*:2]
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2cc(-c3ccccc3)ccc21,CN1/C(=C\C=C\C=C\C=C[*:*])c2ccccc2-c2ccccc21,CN1/C(=C\C=C\C=C\C=C[*:1])c2ccccc2-c2ccccc21
C[n+]1c([*:*])c2ccccc2c2cc(N3CCCC3)ccc21 --->>>--- C[n+]1c([*:*])c2ccccc2c2cc(-c3ccccc3)ccc21,C(=CC=C[*:*])C=CC=C1c2ccccc2-c2ccccc2N1[*:*],C(=CC=C[*:1])C=CC=C1c2ccccc2-c2ccccc2N1[*:2]
